map,efficiencygap,seatswon,meanmedian,district,presd,countd,voteshareD,voteshareR
33,0.13272133978111186,3,-0.01613261148740846,5,123142,129029,0.3591901386886104,0.6408098613113896
33,0.13272133978111186,3,-0.01613261148740846,6,130831,137984,0.4184757225608832,0.5815242774391168
33,0.13272133978111186,3,-0.01613261148740846,7,171188,180148,0.49745951797114896,0.502540482028851
33,0.13272133978111186,3,-0.01613261148740846,8,220999,215760,0.6335819580666001,0.3664180419333999
34,0.13272133978111186,3,-0.01613261148740846,1,105178,127282,0.38619572242163486,0.6138042775783651
34,0.13272133978111186,3,-0.01613261148740846,2,141640,168429,0.48119959202214735,0.5188004079778527
34,0.13272133978111186,3,-0.01613261148740846,3,201102,188950,0.5134231835226346,0.48657681647736534
34,0.13272133978111186,3,-0.01613261148740846,4,273636,262193,0.7541714966187938,0.24582850338120615
34,0.13272133978111186,3,-0.01613261148740846,5,123142,129029,0.3591901386886104,0.6408098613113896
34,0.13272133978111186,3,-0.01613261148740846,6,130831,137984,0.4184757225608832,0.5815242774391168
34,0.13272133978111186,3,-0.01613261148740846,7,171188,180148,0.49745951797114896,0.502540482028851
34,0.13272133978111186,3,-0.01613261148740846,8,220999,215760,0.6335819580666001,0.3664180419333999
35,0.1354142932136497,3,-0.016926137843014,1,105178,127282,0.38619572242163486,0.6138042775783651
35,0.1354142932136497,3,-0.016926137843014,2,141640,168429,0.48119959202214735,0.5188004079778527
35,0.1354142932136497,3,-0.016926137843014,3,174886,183329,0.4959650038821451,0.5040349961178548
35,0.1354142932136497,3,-0.016926137843014,4,273636,262193,0.7541714966187938,0.24582850338120615
35,0.1354142932136497,3,-0.016926137843014,5,123142,129029,0.3591901386886104,0.6408098613113896
35,0.1354142932136497,3,-0.016926137843014,6,130831,137984,0.4184757225608832,0.5815242774391168
35,0.1354142932136497,3,-0.016926137843014,7,197404,185769,0.5152878521004673,0.4847121478995326
35,0.1354142932136497,3,-0.016926137843014,8,220999,215760,0.6335819580666001,0.3664180419333999
36,0.1354142932136497,3,-0.016926137843014,1,105178,127282,0.38619572242163486,0.6138042775783651
36,0.1354142932136497,3,-0.016926137843014,2,141640,168429,0.48119959202214735,0.5188004079778527
