State,efficiency_gap,partisan_bias,d_seats,r_seats,d_count_0,r_count_0,d_count_1,r_count_1,d_count_2,r_count_2,d_count_3,r_count_3,d_count_4,r_count_4,d_count_5,r_count_5,d_count_6,r_count_6,d_count_7,r_count_7
1,-0.2682825702939787,-0.25,2,6,172551,175606,123809,230034,266123,66827,186191,195555,126683,202506,137984,191746,180019,185798,216415,129056
2,-0.26711101893392053,-0.25,2,6,172551,175606,129159,221419,266123,66827,186191,195555,126683,202506,137984,191746,180019,185798,211065,137671
3,-0.13013244450919176,-0.125,3,5,172551,175606,129159,221419,197516,133472,254798,128910,126683,202506,137984,191746,180019,185798,211065,137671
4,-0.13072485838222572,-0.125,3,5,172551,175606,127703,224526,198972,130365,254798,128910,126683,202506,137984,191746,180019,185798,211065,137671
5,-0.13072485838222572,-0.125,3,5,172551,175606,127703,224526,203399,146827,254798,128910,126683,202506,137984,191746,180019,185798,206638,121209
6,-0.13072485838222572,-0.125,3,5,172337,176442,127917,223690,203399,146827,254798,128910,126683,202506,137984,191746,180019,185798,206638,121209
7,-0.13072485838222572,-0.125,3,5,172337,176442,127917,223690,203399,146827,254798,128910,126683,202506,143797,195536,174206,182008,206638,121209
8,-0.13072485838222572,-0.125,3,5,171162,180716,129092,219416,203399,146827,254798,128910,126683,202506,143797,195536,174206,182008,206638,121209
9,-0.0029077079467781978,0.0,4,4,171162,180716,129092,219416,192895,163412,254798,128910,126683,202506,143797,195536,184710,165423,206638,121209
10,-0.0029077079467781978,0.0,4,4,171162,180716,129092,219416,192895,163412,254798,128910,143031,190974,127449,207068,184710,165423,206638,121209
11,-0.0029077079467781978,0.0,4,4,171162,180716,129092,219416,192895,163412,254798,128910,143031,190974,127449,207068,208825,127919,182523,158713
12,-0.0029077079467781978,0.0,4,4,171162,180716,129092,219416,192895,163412,244022,138835,143031,190974,127449,207068,219601,117994,182523,158713
13,-0.0020264429727191798,0.0,4,4,171162,180716,128250,217802,192895,163412,244864,140449,143031,190974,127449,207068,219601,117994,182523,158713
14,-0.0020264429727191798,0.0,4,4,171162,180716,128250,217802,192895,163412,244864,140449,143031,190974,127449,207068,189633,161305,212491,115402
15,-0.0020264429727191798,0.0,4,4,171162,180716,128250,217802,192895,163412,244864,140449,143031,190974,127449,207068,217503,117300,184621,159407
16,-0.0020264429727191798,0.0,4,4,130064,228311,169348,170207,192895,163412,244864,140449,143031,190974,127449,207068,217503,117300,184621,159407
17,0.12237759979446719,0.125,5,3,130064,228311,180768,165934,192895,163412,244864,140449,143031,190974,116029,211341,217503,117300,184621,159407
18,0.12237759979446719,0.125,5,3,130064,228311,180768,165934,192895,163412,245720,142654,143031,190974,116029,211341,216647,115095,184621,159407
19,0.11813776798116045,0.125,5,3,130064,228311,119443,219743,192895,163412,245720,142654,143031,190974,177354,157532,216647,115095,184621,159407
20,0.12084830365463024,0.125,5,3,130064,228311,173416,169024,192895,163412,245720,142654,143031,190974,123381,208251,216647,115095,184621,159407
21,-0.0119317033997954,0.0,4,4,130064,228311,173416,169024,174274,195771,264341,110295,143031,190974,123381,208251,216647,115095,184621,159407
22,-0.013284100666582224,0.0,4,4,130064,228311,120395,215006,174274,195771,264341,110295,143031,190974,176402,162269,216647,115095,184621,159407
23,-0.014987783930764723,0.0,4,4,130064,228311,120395,215006,253199,116689,185416,189377,143031,190974,176402,162269,216647,115095,184621,159407
24,-0.014987783930764723,0.0,4,4,130064,228311,120395,215006,184599,162938,185416,189377,143031,190974,176402,162269,216647,115095,253221,113158
25,-0.01601221858098398,0.0,4,4,130064,228311,120378,217878,184599,162938,185416,189377,143031,190974,176419,159397,216647,115095,253221,113158
26,-0.01601221858098398,0.0,4,4,130064,228311,120378,217878,184599,162938,184873,190660,143574,189691,176419,159397,216647,115095,253221,113158
27,-0.01601221858098398,0.0,4,4,130064,228311,117943,210958,184599,162938,184873,190660,146009,196611,176419,159397,216647,115095,253221,113158
28,-0.01757165570527571,0.0,4,4,130064,228311,117943,210958,184599,162938,170973,208906,146009,196611,176419,159397,216647,115095,267121,94912
29,-0.01757165570527571,0.0,4,4,129671,223820,118336,215449,184599,162938,170973,208906,146009,196611,176419,159397,216647,115095,267121,94912
30,-0.01757165570527571,0.0,4,4,129671,223820,118336,215449,186301,168205,170973,208906,146009,196611,176419,159397,214945,109828,267121,94912
31,-0.013558240096623384,0.0,4,4,129671,223820,118336,215449,186301,168205,170398,198296,146009,196611,176419,159397,215520,120438,267121,94912
32,-0.013558240096623384,0.0,4,4,129671,223820,118336,215449,186301,168205,170398,198296,146009,196611,176419,159397,256275,97362,226366,117988
33,-0.015010030847862305,0.0,4,4,129551,227986,118336,215449,186301,168205,170398,198296,146009,196611,176419,159397,256275,97362,226486,113822
34,-0.015010030847862305,0.0,4,4,129551,227986,118336,215449,207899,129795,170398,198296,146009,196611,176419,159397,234677,135772,226486,113822
35,-0.015010030847862305,0.0,4,4,129551,227986,118336,215449,207899,129795,180204,202059,136203,192848,176419,159397,234677,135772,226486,113822
36,-0.015010030847862305,0.0,4,4,129551,227986,118336,215449,207899,129795,172240,197758,144167,197149,176419,159397,234677,135772,226486,113822
37,-0.015010030847862305,0.0,4,4,129551,227986,118336,215449,207899,129795,139294,190973,177113,203934,176419,159397,234677,135772,226486,113822
38,-0.00968476477293971,0.0,4,4,146631,196065,118336,215449,207899,129795,139294,190973,177113,203934,176419,159397,234677,135772,209406,145743
39,-0.00968476477293971,0.0,4,4,146631,196065,118336,215449,207899,129795,151332,205169,165075,189738,176419,159397,234677,135772,209406,145743
40,-0.00968476477293971,0.0,4,4,146631,196065,118336,215449,244349,125227,151332,205169,165075,189738,176419,159397,198227,140340,209406,145743
41,-0.00968476477293971,0.0,4,4,146679,197483,118288,214031,244349,125227,151332,205169,165075,189738,176419,159397,198227,140340,209406,145743
42,-0.00968476477293971,0.0,4,4,146679,197483,118288,214031,244349,125227,178660,203442,137747,191465,176419,159397,198227,140340,209406,145743
43,-0.013404664604401373,0.0,4,4,207541,137241,118288,214031,244349,125227,178660,203442,137747,191465,176419,159397,198227,140340,148544,205985
44,-0.008529360368839533,0.0,4,4,223700,134669,118288,214031,244349,125227,162501,206014,137747,191465,176419,159397,198227,140340,148544,205985
45,-0.008529360368839533,0.0,4,4,223700,134669,118288,214031,244349,125227,140063,195071,160185,202408,176419,159397,198227,140340,148544,205985
46,-0.0073369973766578885,0.0,4,4,223700,134669,177200,161939,244349,125227,140063,195071,160185,202408,117507,211489,198227,140340,148544,205985
47,-0.0073369973766578885,0.0,4,4,223700,134669,177200,161939,244349,125227,121688,215256,160185,202408,135882,191304,198227,140340,148544,205985
48,-0.0073369973766578885,0.0,4,4,223700,134669,177200,161939,205369,131916,121688,215256,160185,202408,135882,191304,237207,133651,148544,205985
49,-0.008060381003572783,0.0,4,4,122098,216862,177200,161939,205369,131916,223290,133063,160185,202408,135882,191304,237207,133651,148544,205985
50,-0.010071215252199305,0.0,4,4,122098,216862,177200,161939,205369,131916,223290,133063,170989,197208,135882,191304,226403,138851,148544,205985
51,-0.012243877881648555,0.0,4,4,122098,216862,177200,161939,205369,131916,223290,133063,226008,133191,135882,191304,171384,202868,148544,205985
52,-0.010501800744410551,0.0,4,4,122098,216862,177200,161939,205369,131916,223065,138143,226008,133191,135882,191304,171609,197788,148544,205985
53,-0.010501800744410551,0.0,4,4,122098,216862,177200,161939,205369,131916,217533,138622,231540,132712,135882,191304,171609,197788,148544,205985
54,-0.009608335848072216,0.0,4,4,122098,216862,177200,161939,205369,131916,158514,208393,231540,132712,135882,191304,230628,128017,148544,205985
55,-0.008397672972471593,0.0,4,4,122098,216862,177200,161939,205369,131916,234605,133021,155449,208084,135882,191304,230628,128017,148544,205985
56,-0.008397672972471593,0.0,4,4,122098,216862,177200,161939,238435,122769,201539,142168,155449,208084,135882,191304,230628,128017,148544,205985
57,-0.010204696754784791,0.0,4,4,122098,216862,177200,161939,238435,122769,201539,142168,208424,145185,135882,191304,177653,190916,148544,205985
58,-0.009710241081228877,0.0,4,4,122098,216862,177200,161939,238435,122769,201539,142168,236667,118320,135882,191304,149410,217781,148544,205985
59,-0.01196076792051966,0.0,4,4,122098,216862,177200,161939,238435,122769,198837,138598,236667,118320,135882,191304,152112,221351,148544,205985
60,-0.010369036884312084,0.0,4,4,122098,216862,177200,161939,238435,122769,141710,208383,236667,118320,135882,191304,152112,221351,205671,136200
61,-0.005998235317124421,0.0,4,4,122098,216862,177200,161939,238435,122769,141710,208383,179907,181375,135882,191304,208872,158296,205671,136200
62,-0.011216931482724731,0.0,4,4,122098,216862,177200,161939,238435,122769,141710,208383,212993,139631,135882,191304,175786,200040,205671,136200
63,-0.011216931482724731,0.0,4,4,118944,215173,177200,161939,238435,122769,141710,208383,212993,139631,139036,192993,175786,200040,205671,136200
64,-0.010521177091560058,0.0,4,4,172631,168447,123513,208665,238435,122769,141710,208383,212993,139631,139036,192993,175786,200040,205671,136200
65,-0.010521177091560058,0.0,4,4,172631,168447,123513,208665,238435,122769,141710,208383,218570,140191,139036,192993,175786,200040,200094,135640
66,-0.010521177091560058,0.0,4,4,172631,168447,123513,208665,215741,142092,141710,208383,241264,120868,139036,192993,175786,200040,200094,135640
67,-0.010521177091560058,0.0,4,4,172631,168447,123513,208665,215741,142092,141710,208383,241264,120868,166191,200654,148631,192379,200094,135640
68,-0.009042474747057935,0.0,4,4,172631,168447,123513,208665,215741,142092,141710,208383,241264,120868,166191,200654,201898,137957,146827,190062
69,-0.011361177622615497,0.0,4,4,175156,159460,120988,217652,215741,142092,141710,208383,241264,120868,166191,200654,201898,137957,146827,190062
70,-0.01228621878838266,0.0,4,4,176837,155201,119307,221911,215741,142092,141710,208383,241264,120868,166191,200654,201898,137957,146827,190062
71,-0.01228621878838266,0.0,4,4,176837,155201,119307,221911,219640,140549,141710,208383,237365,122411,166191,200654,201898,137957,146827,190062
72,-0.008922269630482295,0.0,4,4,178104,163309,118040,213803,219640,140549,141710,208383,237365,122411,166191,200654,201898,137957,146827,190062
73,-0.009487413089009557,0.0,4,4,178104,163309,118040,213803,243813,114801,141710,208383,237365,122411,142018,226402,201898,137957,146827,190062
74,-0.13199365029927485,-0.125,3,5,127793,207040,168351,170072,243813,114801,141710,208383,237365,122411,142018,226402,201898,137957,146827,190062
75,-0.13199365029927485,-0.125,3,5,127793,207040,168351,170072,243813,114801,139738,224124,237365,122411,143990,210661,201898,137957,146827,190062
76,-0.12915680954808975,-0.125,3,5,127793,207040,168351,170072,243813,114801,139738,224124,237365,122411,164589,182156,181299,166462,146827,190062
77,-0.12915680954808975,-0.125,3,5,127793,207040,168351,170072,236903,117473,139738,224124,244275,119739,164589,182156,181299,166462,146827,190062
78,-0.12915680954808975,-0.125,3,5,127793,207040,168351,170072,236903,117473,165529,183428,244275,119739,138798,222852,181299,166462,146827,190062
79,-0.0067191071953347494,0.0,4,4,120593,211441,175551,165671,236903,117473,165529,183428,244275,119739,138798,222852,181299,166462,146827,190062
80,-0.003121565407909784,0.0,4,4,120593,211441,175551,165671,236903,117473,165529,183428,139536,212088,243537,130503,181299,166462,146827,190062
81,-0.0008771385297586604,0.0,4,4,179782,167695,116362,209417,236903,117473,165529,183428,139536,212088,243537,130503,181299,166462,146827,190062
82,-0.004564385628060969,0.0,4,4,178124,159077,118020,218035,236903,117473,165529,183428,139536,212088,243537,130503,181299,166462,146827,190062
83,-0.007175886638322181,0.0,4,4,178124,159077,118020,218035,236903,117473,156912,199323,139536,212088,243537,130503,189916,150567,146827,190062
84,-0.007175886638322181,0.0,4,4,180212,160271,118020,218035,236903,117473,156912,199323,139536,212088,243537,130503,187828,149373,146827,190062
85,-0.007175886638322181,0.0,4,4,180212,160271,116189,222125,236903,117473,156912,199323,141367,207998,243537,130503,187828,149373,146827,190062
86,-0.0034961747861335683,0.0,4,4,180212,160271,116189,222125,236903,117473,159483,186497,141367,207998,240966,143329,187828,149373,146827,190062
87,-0.0034961747861335683,0.0,4,4,180212,160271,116189,222125,195110,136385,159483,186497,141367,207998,240966,143329,229621,130461,146827,190062
88,-0.003807272804256194,0.0,4,4,180212,160271,240960,142468,195110,136385,159483,186497,141367,207998,116195,222986,229621,130461,146827,190062
89,-0.0011387192162769927,0.0,4,4,180212,160271,240960,142468,195110,136385,159483,186497,228470,139049,116195,222986,142518,199410,146827,190062
90,-0.004819507532196133,0.0,4,4,180212,160271,240960,142468,210882,110355,143711,212527,228470,139049,116195,222986,142518,199410,146827,190062
91,-0.004819507532196133,0.0,4,4,180212,160271,236104,140200,215738,112623,143711,212527,228470,139049,116195,222986,142518,199410,146827,190062
92,-0.008957075291102705,0.0,4,4,180212,160271,236104,140200,215738,112623,143711,212527,221849,134139,116195,222986,142518,199410,153448,194972
93,-0.0075727429336435465,0.0,4,4,180212,160271,236104,140200,215738,112623,143711,212527,224225,135621,116195,222986,142518,199410,151072,193490
94,-0.12974527638744512,-0.125,3,5,153667,194260,236104,140200,215738,112623,143711,212527,224225,135621,142740,188997,142518,199410,151072,193490
95,-0.12974527638744512,-0.125,3,5,153667,194260,212660,111628,239182,141195,143711,212527,224225,135621,142740,188997,142518,199410,151072,193490
96,-0.006823165355952468,0.0,4,4,181526,161046,212660,111628,239182,141195,143711,212527,224225,135621,114881,222211,142518,199410,151072,193490
97,-0.009295802544975551,0.0,4,4,181526,161046,212660,111628,239182,141195,143711,212527,153255,198198,114881,222211,142518,199410,222042,130913
98,-0.008769770601990813,0.0,4,4,117576,218050,212660,111628,239182,141195,143711,212527,153255,198198,178831,165207,142518,199410,222042,130913
99,-0.011521211897220678,0.0,4,4,117576,218050,212660,111628,145134,204462,143711,212527,153255,198198,178831,165207,236566,136143,222042,130913
100,-0.0076642423507384365,0.0,4,4,117576,218050,212660,111628,145134,204462,143711,212527,149061,191643,178831,165207,236566,136143,226236,137468
101,-0.13111238532521585,-0.125,3,5,145642,198330,212660,111628,145134,204462,143711,212527,149061,191643,150765,184927,236566,136143,226236,137468
102,-0.1283656087061516,-0.125,3,5,145642,198330,212660,111628,141334,200607,143711,212527,149061,191643,150765,184927,240366,139998,226236,137468
103,-0.1283656087061516,-0.125,3,5,145642,198330,233709,93463,141334,200607,143711,212527,149061,191643,150765,184927,240366,139998,205187,155633
104,-0.008658536016502906,0.0,4,4,177326,156286,233709,93463,141334,200607,143711,212527,149061,191643,119081,226971,240366,139998,205187,155633
105,-0.01348037588678185,0.0,4,4,177326,156286,233709,93463,144049,211330,143711,212527,149061,191643,119081,226971,240366,139998,202472,144910
106,-0.012745151158831148,0.0,4,4,177326,156286,233709,93463,144049,211330,143711,212527,203397,146034,119081,226971,240366,139998,148136,190519
107,-0.012745151158831148,0.0,4,4,177326,156286,233709,93463,133725,192364,143711,212527,203397,146034,119081,226971,240366,139998,158460,209485
108,-0.013031131689908116,0.0,4,4,176471,156344,233709,93463,133725,192364,143711,212527,203397,146034,119936,226913,240366,139998,158460,209485
109,-0.012110755200306578,0.0,4,4,118547,225737,233709,93463,133725,192364,143711,212527,203397,146034,177860,157520,240366,139998,158460,209485
110,-0.014053413412666318,0.0,4,4,120730,228968,233709,93463,133725,192364,143711,212527,203397,146034,175677,154289,240366,139998,158460,209485
111,-0.01594511900844773,0.0,4,4,120730,228968,233709,93463,133725,192364,143711,212527,203397,146034,175677,154289,168161,205056,230665,144427
112,-0.012756633438623446,0.0,4,4,179391,159461,233709,93463,133725,192364,143711,212527,203397,146034,117016,223796,168161,205056,230665,144427
113,-0.014043725239091566,0.0,4,4,176041,159224,233709,93463,133725,192364,143711,212527,203397,146034,120366,224033,168161,205056,230665,144427
114,-0.010967550718485717,0.0,4,4,178721,165117,233709,93463,133725,192364,143711,212527,203397,146034,117686,218140,168161,205056,230665,144427
115,-0.010967550718485717,0.0,4,4,178721,165117,233709,93463,133725,192364,117851,217803,203397,146034,143546,212864,168161,205056,230665,144427
116,-0.010967550718485717,0.0,4,4,178721,165117,233709,93463,131539,188553,120037,221614,203397,146034,143546,212864,168161,205056,230665,144427
117,-0.010967550718485717,0.0,4,4,178721,165117,233709,93463,161930,191545,120037,221614,203397,146034,143546,212864,137770,202064,230665,144427
118,-0.010967550718485717,0.0,4,4,178721,165117,233709,93463,138497,201477,120037,221614,203397,146034,143546,212864,161203,192132,230665,144427
119,-0.010967550718485717,0.0,4,4,178721,165117,233709,93463,138497,201477,120037,221614,203397,146034,143546,212864,161203,192132,230665,144427
120,-0.010967550718485717,0.0,4,4,178721,165117,251417,93615,138497,201477,120037,221614,203397,146034,143546,212864,161203,192132,212957,144275
121,-0.010967550718485717,0.0,4,4,178721,165117,237009,94257,138497,201477,120037,221614,203397,146034,143546,212864,161203,192132,227365,143633
122,-0.010967550718485717,0.0,4,4,178721,165117,237009,94257,139480,204548,120037,221614,203397,146034,143546,212864,160220,189061,227365,143633
123,-0.010967550718485717,0.0,4,4,178721,165117,237009,94257,133188,189608,120037,221614,203397,146034,143546,212864,166512,204001,227365,143633
124,-0.002521616288762113,0.0,4,4,178721,165117,237009,94257,133188,189608,120037,221614,197874,175095,143546,212864,172035,174940,227365,143633
125,-0.007840782402545047,0.0,4,4,178721,165117,173589,188210,133188,189608,120037,221614,197874,175095,143546,212864,235455,80987,227365,143633
126,-0.007840782402545047,0.0,4,4,178721,165117,173589,188210,133188,189608,120037,221614,205386,170403,143546,212864,235455,80987,219853,148325
127,-0.007840782402545047,0.0,4,4,178721,165117,173608,188122,133188,189608,120037,221614,205386,170403,143527,212952,235455,80987,219853,148325
128,-0.13121716112832058,-0.125,3,5,129270,209063,173608,188122,133188,189608,169488,177668,205386,170403,143527,212952,235455,80987,219853,148325
129,-0.1303488137190279,-0.125,3,5,129270,209063,173608,188122,133188,189608,169488,177668,205386,170403,215898,154700,235455,80987,147482,206577
130,-0.12817758637455268,-0.125,3,5,129270,209063,173608,188122,133188,189608,169488,177668,205386,170403,215898,154700,239180,83313,143757,204251
131,-0.12817758637455268,-0.125,3,5,130442,198186,173608,188122,133188,189608,169488,177668,205386,170403,215898,154700,239180,83313,142585,215128
132,-0.13010876230712012,-0.125,3,5,130442,198186,173608,188122,133188,189608,169488,177668,205386,170403,216281,148935,239180,83313,142202,220893
133,-0.2595775669264413,-0.25,2,6,130442,198186,173608,188122,133188,189608,169488,177668,178942,181875,242725,137463,239180,83313,142202,220893
134,-0.2595775669264413,-0.25,2,6,143797,186192,173608,188122,133188,189608,156133,189662,178942,181875,242725,137463,239180,83313,142202,220893
135,-0.2595775669264413,-0.25,2,6,143797,186192,173608,188122,133188,189608,156133,189662,178942,181875,237995,85274,243910,135502,142202,220893
136,-0.2595775669264413,-0.25,2,6,143797,186192,173608,188122,133188,189608,156133,189662,178942,181875,238763,137130,243142,83646,142202,220893
137,-0.13621769397786718,-0.125,3,5,125825,206167,173608,188122,133188,189608,174105,169687,178942,181875,238763,137130,243142,83646,142202,220893
138,-0.2595775669264413,-0.25,2,6,172641,173004,173608,188122,133188,189608,127289,202850,178942,181875,238763,137130,243142,83646,142202,220893
139,-0.2595775669264413,-0.25,2,6,172641,173004,166624,191358,140172,186372,127289,202850,178942,181875,238763,137130,243142,83646,142202,220893
140,-0.2595775669264413,-0.25,2,6,172641,173004,166624,191358,124528,205058,142933,184164,178942,181875,238763,137130,243142,83646,142202,220893
141,-0.13962111347255357,-0.125,3,5,172006,162301,166624,191358,125163,215761,142933,184164,178942,181875,238763,137130,243142,83646,142202,220893
142,-0.13962111347255357,-0.125,3,5,172006,162301,166624,191358,127688,212484,140408,187441,178942,181875,238763,137130,243142,83646,142202,220893
143,-0.13962111347255357,-0.125,3,5,172006,162301,172044,190222,127688,212484,134988,188577,178942,181875,238763,137130,243142,83646,142202,220893
144,-0.13654924480686984,-0.25,3,5,126465,205146,172044,190222,173229,169639,134988,188577,178942,181875,238763,137130,243142,83646,142202,220893
145,-0.13654924480686984,-0.25,3,5,126465,205146,175763,182506,173229,169639,131269,196293,178942,181875,238763,137130,243142,83646,142202,220893
146,-0.1399896228896377,-0.125,3,5,123564,217635,175763,182506,176130,157150,131269,196293,178942,181875,238763,137130,243142,83646,142202,220893
147,-0.1399896228896377,-0.125,3,5,122242,215519,175763,182506,176130,157150,132591,198409,178942,181875,238763,137130,243142,83646,142202,220893
148,-0.1399896228896377,-0.125,3,5,122242,215519,132961,192480,176130,157150,175393,188435,178942,181875,238763,137130,243142,83646,142202,220893
149,-0.13904699948293858,-0.125,3,5,122966,212168,132961,192480,175406,160501,175393,188435,178942,181875,238763,137130,243142,83646,142202,220893
150,-0.13904699948293858,-0.125,3,5,122966,212168,132961,192480,175406,160501,175393,188435,178231,193978,238763,137130,243142,83646,142913,208790
151,-0.14067497146474062,-0.125,3,5,122966,212168,132961,192480,175406,160501,175393,188435,240835,81416,238763,137130,180538,196208,142913,208790
152,-0.14060715424971734,-0.125,3,5,119307,215638,132961,192480,179065,157031,175393,188435,240835,81416,238763,137130,180538,196208,142913,208790
153,-0.1423965957910986,-0.125,3,5,119307,215638,132961,192480,179065,157031,175393,188435,233200,84064,238763,137130,188173,193560,142913,208790
154,-0.1423965957910986,-0.125,3,5,119307,215638,132961,192480,179065,157031,175393,188435,233200,84064,238763,137130,158340,196388,172746,205962
155,-0.14155695408128666,-0.125,3,5,119307,215638,132961,192480,179065,157031,175393,188435,171061,205307,238763,137130,158340,196388,234885,84719
156,-0.13948045554509791,-0.125,3,5,119307,215638,132961,192480,179065,157031,175916,182125,171061,205307,238763,137130,158340,196388,234362,91029
157,-0.13948045554509791,-0.125,3,5,119307,215638,132961,192480,179065,157031,175916,182125,154489,212450,238763,137130,174912,189245,234362,91029
158,-0.13948045554509791,-0.125,3,5,119307,215638,132961,192480,179065,157031,175916,182125,154489,212450,234597,92499,174912,189245,238528,135660
159,-0.2600788402036239,-0.25,2,6,132634,199323,132961,192480,165738,173346,175916,182125,154489,212450,234597,92499,174912,189245,238528,135660
160,-0.2600788402036239,-0.25,2,6,132251,193519,133344,198284,165738,173346,175916,182125,154489,212450,234597,92499,174912,189245,238528,135660
161,-0.13891961794149277,-0.25,3,5,132251,193519,169784,167875,129298,203755,175916,182125,154489,212450,234597,92499,174912,189245,238528,135660
162,-0.13891961794149277,-0.25,3,5,132251,193519,169784,167875,129298,203755,175916,182125,154489,212450,229661,89638,174912,189245,243464,138521
163,-0.13891961794149277,-0.25,3,5,132251,193519,169784,167875,129298,203755,175916,182125,146550,210830,229661,89638,182851,190865,243464,138521
164,-0.13998711114093315,-0.25,3,5,132251,193519,169784,167875,129298,203755,175916,182125,144956,215399,231255,85069,182851,190865,243464,138521
165,-0.1393003272808562,-0.25,3,5,132251,193519,169784,167875,129298,203755,175916,182125,146055,212386,230156,88082,182851,190865,243464,138521
166,-0.14143710778595453,-0.25,3,5,132251,193519,169784,167875,129298,203755,249284,126746,146055,212386,230156,88082,182851,190865,170096,193900
167,-0.14143710778595453,-0.25,3,5,182925,189252,169784,167875,129298,203755,249284,126746,146055,212386,230156,88082,132177,195132,170096,193900
168,-0.1420797566330798,-0.125,3,5,182925,189252,178090,157778,120992,213852,249284,126746,146055,212386,230156,88082,132177,195132,170096,193900
169,-0.1420797566330798,-0.125,3,5,182925,189252,178090,157778,120992,213852,249284,126746,146055,212386,230156,88082,140125,194429,162148,194603
170,-0.1420797566330798,-0.125,3,5,182925,189252,178090,157778,120992,213852,224589,91951,146055,212386,254851,122877,140125,194429,162148,194603
171,-0.1420797566330798,-0.125,3,5,181915,189817,178090,157778,120992,213852,224589,91951,147065,211821,254851,122877,140125,194429,162148,194603
172,-0.1420797566330798,-0.125,3,5,181151,188098,178090,157778,121756,215571,224589,91951,147065,211821,254851,122877,140125,194429,162148,194603
173,-0.0057463428041808415,-0.125,4,4,130001,193854,178090,157778,121756,215571,224589,91951,147065,211821,254851,122877,191275,188673,162148,194603
174,-0.0057463428041808415,-0.125,4,4,130001,193854,178090,157778,154257,207471,224589,91951,114564,219921,254851,122877,191275,188673,162148,194603
175,-0.007416655692716969,-0.125,4,4,130001,193854,178090,157778,154257,207471,224589,91951,114564,219921,254851,122877,188661,186632,164762,196644
176,-0.007416655692716969,-0.125,4,4,126272,198917,178090,157778,154257,207471,224589,91951,114564,219921,254851,122877,188661,186632,168491,191581
177,-0.0084744607185826,-0.125,4,4,187055,185290,178090,157778,154257,207471,224589,91951,114564,219921,254851,122877,127878,200259,168491,191581
178,-0.0084744607185826,-0.125,4,4,187055,185290,178090,157778,144987,207414,224589,91951,123834,219978,254851,122877,127878,200259,168491,191581
179,-0.0084744607185826,-0.125,4,4,187055,185290,178090,157778,144987,207414,220007,104955,123834,219978,259433,109873,127878,200259,168491,191581
180,-0.008540483827388323,-0.125,4,4,187055,185290,123163,220833,144987,207414,220007,104955,178761,156923,259433,109873,127878,200259,168491,191581
181,-0.005826359941483432,-0.125,4,4,190668,189241,123163,220833,144987,207414,220007,104955,178761,156923,259433,109873,124265,196308,168491,191581
182,-0.14214577974188553,-0.125,3,5,153320,203749,123163,220833,182335,192906,220007,104955,178761,156923,259433,109873,124265,196308,168491,191581
183,-0.009090556793688191,0.0,4,4,147861,213637,123163,220833,187794,183018,220007,104955,178761,156923,259433,109873,124265,196308,168491,191581
184,-0.009090556793688191,0.0,4,4,147861,213637,119208,222107,187794,183018,220007,104955,178761,156923,259433,109873,128220,195034,168491,191581
185,-0.009090556793688191,0.0,4,4,147861,213637,120367,224184,187794,183018,220007,104955,178761,156923,259433,109873,127061,192957,168491,191581
186,-0.008041004656423278,0.0,4,4,147861,213637,120732,220894,187794,183018,220007,104955,178396,160213,259433,109873,127061,192957,168491,191581
187,-0.00874752368489323,0.0,4,4,147861,213637,120732,220894,187794,183018,220007,104955,177771,158869,259433,109873,127686,194301,168491,191581
188,-0.1295411070998883,-0.125,3,5,147861,213637,124184,205258,187794,183018,220007,104955,174319,174505,259433,109873,127686,194301,168491,191581
189,-0.2664224409676261,-0.25,2,6,147861,213637,124184,205258,187573,193902,220007,104955,174319,174505,259654,98989,127686,194301,168491,191581
190,-0.14284440470299828,-0.125,3,5,147861,213637,117408,216458,187573,193902,220007,104955,181095,163305,259654,98989,127686,194301,168491,191581
191,-0.14139117866678533,-0.125,3,5,147861,213637,117408,216458,172137,205288,220007,104955,181095,163305,275090,87603,127686,194301,168491,191581
192,-0.14176112336884347,-0.125,3,5,147861,213637,118772,216125,172137,205288,220007,104955,179731,163638,275090,87603,127686,194301,168491,191581
193,-0.14383116312264904,-0.125,3,5,147861,213637,118772,216125,172137,205288,220007,104955,177931,159669,275090,87603,129486,198270,168491,191581
194,-0.14383116312264904,-0.125,3,5,152273,198454,114360,231308,172137,205288,220007,104955,177931,159669,275090,87603,129486,198270,168491,191581
195,-0.14383116312264904,-0.125,3,5,152273,198454,115469,230591,172137,205288,220007,104955,177931,159669,275090,87603,128377,198987,168491,191581
196,-0.14407552038947893,-0.125,3,5,177514,159405,115469,230591,172137,205288,220007,104955,152690,198718,275090,87603,128377,198987,168491,191581
197,-0.14390508029881197,-0.125,3,5,115514,230071,177469,159925,172137,205288,220007,104955,152690,198718,275090,87603,128377,198987,168491,191581
198,-0.008476972467287165,0.0,4,4,115514,230071,177469,159925,219198,141349,220007,104955,152690,198718,228029,151542,128377,198987,168491,191581
199,-0.007949864060571896,0.0,4,4,121095,223021,171888,166975,219198,141349,220007,104955,152690,198718,228029,151542,128377,198987,168491,191581
200,-0.007154716184955128,0.0,4,4,121095,223021,171888,166975,219198,141349,162696,186496,210001,117177,228029,151542,128377,198987,168491,191581
201,-0.007807770848142185,0.0,4,4,176978,160065,116005,229931,219198,141349,162696,186496,210001,117177,228029,151542,128377,198987,168491,191581
202,-0.0041718351876617165,0.0,4,4,176978,160065,116005,229931,219198,141349,219464,117847,153233,185826,228029,151542,128377,198987,168491,191581
